season,week,celebrity_name,estimated_fan_share,share_std,confidence,n_valid_sims
8,4,David Alan Grier,0.098819,0.096136,0.3627,3627
8,4,Lawrence Taylor,0.097519,0.095048,0.3627,3627
8,4,Ty Murray,0.093801,0.09534,0.3627,3627
8,4,Shawn Johnson,0.096354,0.094018,0.3627,3627
8,4,Steve Wozniak,0.01788,0.01502,0.3627,3627
8,4,Chuck Wicks,0.097431,0.097594,0.3627,3627
8,4,Lil' Kim,0.098664,0.099669,0.3627,3627
8,4,Steve-O,0.106753,0.097478,0.3627,3627
8,4,Holly Madison,0.103273,0.095831,0.3627,3627
8,4,Melissa Rycroft,0.096636,0.097576,0.3627,3627
8,5,Gilles Marini,0.114799,0.111937,0.1262,1262
8,5,David Alan Grier,0.011366,0.010707,0.1262,1262
8,5,Lawrence Taylor,0.143414,0.113338,0.1262,1262
8,5,Ty Murray,0.131361,0.111883,0.1262,1262
8,5,Shawn Johnson,0.111328,0.109294,0.1262,1262
8,5,Chuck Wicks,0.118197,0.10581,0.1262,1262
8,5,Lil' Kim,0.1067,0.097474,0.1262,1262
8,5,Steve-O,0.151263,0.111231,0.1262,1262
8,5,Melissa Rycroft,0.111572,0.107651,0.1262,1262
8,6,Gilles Marini,0.134828,0.129101,0.3387,3387
8,6,Lawrence Taylor,0.141329,0.12709,0.3387,3387
8,6,Ty Murray,0.152321,0.128525,0.3387,3387
8,6,Shawn Johnson,0.137524,0.129194,0.3387,3387
8,6,Chuck Wicks,0.138752,0.125725,0.3387,3387
8,6,Lil' Kim,0.135773,0.131162,0.3387,3387
8,6,Steve-O,0.024559,0.020109,0.3387,3387
8,6,Melissa Rycroft,0.134914,0.127551,0.3387,3387
8,7,Gilles Marini,0.160221,0.144301,0.3014,3014
8,7,Lawrence Taylor,0.023846,0.02031,0.3014,3014
8,7,Ty Murray,0.170496,0.143251,0.3014,3014
8,7,Shawn Johnson,0.157961,0.144441,0.3014,3014
8,7,Chuck Wicks,0.167118,0.149409,0.3014,3014
8,7,Lil' Kim,0.161785,0.141314,0.3014,3014
8,7,Melissa Rycroft,0.158573,0.14582,0.3014,3014
8,8,Gilles Marini,0.189721,0.161157,0.1908,1908
8,8,Ty Murray,0.194929,0.157942,0.1908,1908
8,8,Shawn Johnson,0.193101,0.15494,0.1908,1908
8,8,Chuck Wicks,0.021658,0.02091,0.1908,1908
8,8,Lil' Kim,0.174434,0.148067,0.1908,1908
8,8,Melissa Rycroft,0.226157,0.165094,0.1908,1908
8,9,Gilles Marini,0.234582,0.176687,0.2146,2146
8,9,Ty Murray,0.2704,0.174772,0.2146,2146
8,9,Shawn Johnson,0.229418,0.177941,0.2146,2146
8,9,Lil' Kim,0.033713,0.03142,0.2146,2146
8,9,Melissa Rycroft,0.231887,0.181426,0.2146,2146
8,10,Gilles Marini,0.298936,0.216861,0.3414,3414
8,10,Ty Murray,0.06033,0.051242,0.3414,3414
8,10,Shawn Johnson,0.323901,0.220836,0.3414,3414
8,10,Melissa Rycroft,0.316833,0.216441,0.3414,3414
8,11,Gilles Marini,0.333333,,,0
8,11,Shawn Johnson,0.333333,,,0
8,11,Melissa Rycroft,0.333333,,,0
9,1,Ashley Hamiliton,0.006095,0.005631,0.1686,1686
9,1,Debi Mazar,0.066094,0.066163,0.1686,1686
9,1,Melissa Joan Hart,0.065062,0.066135,0.1686,1686
9,1,Mark Dacascos,0.063058,0.066758,0.1686,1686
9,1,Chuck Liddell,0.067271,0.067127,0.1686,1686
9,1,Natalie Coughlin,0.06578,0.066142,0.1686,1686
9,1,Louie Vito,0.063625,0.065796,0.1686,1686
9,1,Michael Irvin,0.074031,0.069898,0.1686,1686
9,1,Joanna Krupa,0.059374,0.061637,0.1686,1686
9,1,Kathy Ireland,0.068712,0.06468,0.1686,1686
9,1,Tom DeLay,0.07098,0.064173,0.1686,1686
9,1,Macy Gray,0.074083,0.069949,0.1686,1686
9,1,Aaron Carter,0.063859,0.067145,0.1686,1686
9,1,Mya,0.06511,0.068894,0.1686,1686
9,1,Donny Osmond,0.064129,0.066613,0.1686,1686
9,1,Kelly Osbourne,0.062736,0.066686,0.1686,1686
9,2,Debi Mazar,0.073534,0.070921,0.1631,1631
9,2,Melissa Joan Hart,0.078487,0.077115,0.1631,1631
9,2,Mark Dacascos,0.074171,0.074497,0.1631,1631
9,2,Chuck Liddell,0.079782,0.079409,0.1631,1631
9,2,Natalie Coughlin,0.075831,0.078237,0.1631,1631
9,2,Louie Vito,0.081248,0.078728,0.1631,1631
9,2,Michael Irvin,0.078299,0.075539,0.1631,1631
9,2,Joanna Krupa,0.075865,0.076242,0.1631,1631
9,2,Kathy Ireland,0.005925,0.005475,0.1631,1631
9,2,Tom DeLay,0.081626,0.0757,0.1631,1631
9,2,Aaron Carter,0.071508,0.071598,0.1631,1631
9,2,Mya,0.074317,0.075429,0.1631,1631
9,2,Donny Osmond,0.070641,0.074606,0.1631,1631
9,2,Kelly Osbourne,0.078766,0.074497,0.1631,1631
9,3,Debi Mazar,0.007157,0.006506,0.1283,1283
9,3,Melissa Joan Hart,0.076107,0.072419,0.1283,1283
9,3,Mark Dacascos,0.080321,0.07792,0.1283,1283
9,3,Chuck Liddell,0.088354,0.081128,0.1283,1283
9,3,Natalie Coughlin,0.078395,0.078985,0.1283,1283
9,3,Louie Vito,0.081851,0.081542,0.1283,1283
9,3,Michael Irvin,0.101335,0.080197,0.1283,1283
9,3,Joanna Krupa,0.075923,0.080567,0.1283,1283
9,3,Tom DeLay,0.096421,0.08415,0.1283,1283
9,3,Aaron Carter,0.078208,0.080465,0.1283,1283
9,3,Mya,0.075436,0.078325,0.1283,1283
9,3,Donny Osmond,0.080237,0.081499,0.1283,1283
9,3,Kelly Osbourne,0.080255,0.08135,0.1283,1283
9,4,Melissa Joan Hart,0.091844,0.093821,0.1998,1998
9,4,Mark Dacascos,0.094854,0.093113,0.1998,1998
9,4,Chuck Liddell,0.011993,0.010663,0.1998,1998
9,4,Natalie Coughlin,0.09526,0.094819,0.1998,1998
9,4,Louie Vito,0.112437,0.0914,0.1998,1998
9,4,Michael Irvin,0.114265,0.093926,0.1998,1998
9,4,Joanna Krupa,0.094403,0.096345,0.1998,1998
9,4,Aaron Carter,0.102721,0.092365,0.1998,1998
9,4,Mya,0.094355,0.094646,0.1998,1998
9,4,Donny Osmond,0.093184,0.094038,0.1998,1998
9,4,Kelly Osbourne,0.094685,0.091322,0.1998,1998
9,5,Melissa Joan Hart,0.109808,0.102441,0.1633,1633
9,5,Mark Dacascos,0.104834,0.105283,0.1633,1633
9,5,Natalie Coughlin,0.009518,0.008877,0.1633,1633
9,5,Louie Vito,0.118602,0.100782,0.1633,1633
9,5,Michael Irvin,0.123471,0.104109,0.1633,1633
9,5,Joanna Krupa,0.114848,0.105204,0.1633,1633
9,5,Aaron Carter,0.108311,0.103042,0.1633,1633
9,5,Mya,0.103782,0.103005,0.1633,1633
9,5,Donny Osmond,0.100193,0.099715,0.1633,1633
9,5,Kelly Osbourne,0.106633,0.099073,0.1633,1633
9,6,Melissa Joan Hart,0.01548,0.013717,0.2054,2054
9,6,Mark Dacascos,0.114704,0.111581,0.2054,2054
9,6,Louie Vito,0.134396,0.112505,0.2054,2054
9,6,Michael Irvin,0.149131,0.117592,0.2054,2054
9,6,Joanna Krupa,0.114344,0.112863,0.2054,2054
9,6,Aaron Carter,0.115502,0.11408,0.2054,2054
9,6,Mya,0.112165,0.111423,0.2054,2054
9,6,Donny Osmond,0.113505,0.109717,0.2054,2054
9,6,Kelly Osbourne,0.130774,0.111919,0.2054,2054
9,7,Mark Dacascos,0.021564,0.018802,0.2622,2622
9,7,Michael Irvin,0.169403,0.141764,0.2622,2622
9,7,Joanna Krupa,0.165968,0.148291,0.2622,2622
9,7,Aaron Carter,0.157977,0.140174,0.2622,2622
9,7,Mya,0.167362,0.144546,0.2622,2622
9,7,Donny Osmond,0.156324,0.13796,0.2622,2622
9,7,Kelly Osbourne,0.161403,0.144096,0.2622,2622
9,8,Joanna Krupa,0.23719,0.17597,0.24,2400
9,8,Aaron Carter,0.033712,0.031118,0.24,2400
9,8,Mya,0.222548,0.178609,0.24,2400
9,8,Donny Osmond,0.254936,0.17987,0.24,2400
9,8,Kelly Osbourne,0.251615,0.181218,0.24,2400
9,9,Joanna Krupa,0.048865,0.044599,0.2363,2363
9,9,Mya,0.292588,0.196646,0.2363,2363
9,9,Donny Osmond,0.340771,0.200216,0.2363,2363
9,9,Kelly Osbourne,0.317775,0.197259,0.2363,2363
9,10,Mya,0.333333,,,0
9,10,Donny Osmond,0.333333,,,0
9,10,Kelly Osbourne,0.333333,,,0
10,1,Aiden Turner,0.090909,,,0
10,1,Shannen Doherty,0.090909,,,0
10,1,Niecy Nash,0.090909,,,0
10,1,Buzz Aldrin,0.090909,,,0
10,1,Chad Ochocinco,0.090909,,,0
10,1,Evan Lysacek,0.090909,,,0
10,1,Pamela Anderson,0.090909,,,0
10,1,Nicole Scherzinger,0.090909,,,0
10,1,Erin Andrews,0.090909,,,0
10,1,Kate Gosselin,0.090909,,,0
10,1,Jake Pavelka,0.090909,,,0
10,2,Aiden Turner,0.096478,0.083764,0.053,530
10,2,Shannen Doherty,0.007385,0.007613,0.053,530
10,2,Niecy Nash,0.091947,0.096591,0.053,530
10,2,Buzz Aldrin,0.138682,0.085957,0.053,530
10,2,Chad Ochocinco,0.115663,0.087508,0.053,530
10,2,Evan Lysacek,0.084905,0.082009,0.053,530
10,2,Pamela Anderson,0.086018,0.082894,0.053,530
10,2,Nicole Scherzinger,0.085882,0.08392,0.053,530
10,2,Erin Andrews,0.079733,0.080624,0.053,530
10,2,Kate Gosselin,0.119889,0.086947,0.053,530
10,2,Jake Pavelka,0.093419,0.081781,0.053,530
10,3,Aiden Turner,0.109225,0.106411,0.3513,3513
10,3,Niecy Nash,0.106429,0.103919,0.3513,3513
10,3,Buzz Aldrin,0.019181,0.015237,0.3513,3513
10,3,Chad Ochocinco,0.109434,0.104986,0.3513,3513
10,3,Evan Lysacek,0.105944,0.10359,0.3513,3513
10,3,Pamela Anderson,0.108348,0.102447,0.3513,3513
10,3,Nicole Scherzinger,0.105012,0.102059,0.3513,3513
10,3,Erin Andrews,0.107917,0.10778,0.3513,3513
10,3,Kate Gosselin,0.120667,0.105235,0.3513,3513
10,3,Jake Pavelka,0.107842,0.107175,0.3513,3513
10,4,Aiden Turner,0.015356,0.013455,0.2389,2389
10,4,Niecy Nash,0.130333,0.113211,0.2389,2389
10,4,Chad Ochocinco,0.120444,0.114388,0.2389,2389
10,4,Evan Lysacek,0.117654,0.114603,0.2389,2389
10,4,Pamela Anderson,0.114122,0.111217,0.2389,2389
10,4,Nicole Scherzinger,0.113147,0.111751,0.2389,2389
10,4,Erin Andrews,0.120493,0.113291,0.2389,2389
10,4,Kate Gosselin,0.14053,0.116772,0.2389,2389
10,4,Jake Pavelka,0.127921,0.117208,0.2389,2389
10,5,Niecy Nash,0.149249,0.130758,0.3346,3346
10,5,Chad Ochocinco,0.144066,0.126184,0.3346,3346
10,5,Evan Lysacek,0.132149,0.126697,0.3346,3346
10,5,Pamela Anderson,0.138572,0.128153,0.3346,3346
10,5,Nicole Scherzinger,0.132144,0.12709,0.3346,3346
10,5,Erin Andrews,0.142305,0.130887,0.3346,3346
10,5,Kate Gosselin,0.022682,0.018922,0.3346,3346
10,5,Jake Pavelka,0.138832,0.131328,0.3346,3346
10,6,Niecy Nash,0.175695,0.140953,0.2682,2682
10,6,Chad Ochocinco,0.162035,0.144359,0.2682,2682
10,6,Evan Lysacek,0.170412,0.143778,0.2682,2682
10,6,Pamela Anderson,0.158153,0.142689,0.2682,2682
10,6,Nicole Scherzinger,0.157831,0.141786,0.2682,2682
10,6,Erin Andrews,0.153989,0.142568,0.2682,2682
10,6,Jake Pavelka,0.021885,0.019747,0.2682,2682
10,7,Niecy Nash,0.212164,0.16185,0.1735,1735
10,7,Chad Ochocinco,0.191517,0.154679,0.1735,1735
10,7,Evan Lysacek,0.186646,0.152671,0.1735,1735
10,7,Pamela Anderson,0.021436,0.02186,0.1735,1735
10,7,Nicole Scherzinger,0.188494,0.156791,0.1735,1735
10,7,Erin Andrews,0.199742,0.159649,0.1735,1735
10,8,Niecy Nash,0.04058,0.034749,0.3149,3149
10,8,Chad Ochocinco,0.26089,0.188255,0.3149,3149
10,8,Evan Lysacek,0.235326,0.18978,0.3149,3149
10,8,Nicole Scherzinger,0.227059,0.191281,0.3149,3149
10,8,Erin Andrews,0.236145,0.186774,0.3149,3149
10,9,Chad Ochocinco,0.05755,0.050047,0.3144,3144
10,9,Evan Lysacek,0.309972,0.213375,0.3144,3144
10,9,Nicole Scherzinger,0.310568,0.212929,0.3144,3144
10,9,Erin Andrews,0.321909,0.213445,0.3144,3144
10,10,Evan Lysacek,0.333333,,,0
10,10,Nicole Scherzinger,0.333333,,,0
10,10,Erin Andrews,0.333333,,,0
11,1,David Hasselhoff,0.009532,0.008357,0.2085,2085
11,1,Florence Henderson,0.087334,0.088562,0.2085,2085
11,1,Kyle Massey,0.085513,0.085655,0.2085,2085
11,1,Jennifer Grey,0.087596,0.088008,0.2085,2085
11,1,Rick Fox,0.084227,0.085919,0.2085,2085
11,1,Kurt Warner,0.087815,0.088564,0.2085,2085
11,1,Margaret Cho,0.103453,0.088898,0.2085,2085
11,1,Michael Bolton,0.094677,0.08753,0.2085,2085
11,1,Brandy,0.088283,0.087099,0.2085,2085
11,1,The Situation,0.098386,0.086454,0.2085,2085
11,1,Audrina Patridge,0.085531,0.086222,0.2085,2085
11,1,Bristol Palin,0.087652,0.08473,0.2085,2085
11,2,Florence Henderson,0.100194,0.098881,0.3925,3925
11,2,Kyle Massey,0.095349,0.092797,0.3925,3925
11,2,Jennifer Grey,0.097683,0.097025,0.3925,3925
11,2,Rick Fox,0.098759,0.09687,0.3925,3925
11,2,Kurt Warner,0.09752,0.097077,0.3925,3925
11,2,Margaret Cho,0.101523,0.097379,0.3925,3925
11,2,Michael Bolton,0.018754,0.013923,0.3925,3925
11,2,Brandy,0.096265,0.095306,0.3925,3925
11,2,The Situation,0.100622,0.098099,0.3925,3925
11,2,Audrina Patridge,0.094542,0.094236,0.3925,3925
11,2,Bristol Palin,0.09879,0.096053,0.3925,3925
11,3,Florence Henderson,0.113915,0.106572,0.241,2410
11,3,Kyle Massey,0.10512,0.102885,0.241,2410
11,3,Jennifer Grey,0.106696,0.10491,0.241,2410
11,3,Rick Fox,0.104549,0.104322,0.241,2410
11,3,Kurt Warner,0.10835,0.106001,0.241,2410
11,3,Margaret Cho,0.012505,0.010741,0.241,2410
11,3,Brandy,0.105415,0.105525,0.241,2410
11,3,The Situation,0.116615,0.103495,0.241,2410
11,3,Audrina Patridge,0.108672,0.105916,0.241,2410
11,3,Bristol Palin,0.118162,0.105127,0.241,2410
11,4,Florence Henderson,0.12247,0.115229,0.3064,3064
11,4,Kyle Massey,0.119399,0.115695,0.3064,3064
11,4,Jennifer Grey,0.123177,0.118148,0.3064,3064
11,4,Rick Fox,0.120679,0.118421,0.3064,3064
11,4,Kurt Warner,0.125934,0.111671,0.3064,3064
11,4,Brandy,0.119802,0.117103,0.3064,3064
11,4,The Situation,0.018407,0.015276,0.3064,3064
11,4,Audrina Patridge,0.118687,0.11565,0.3064,3064
11,4,Bristol Palin,0.131446,0.116719,0.3064,3064
11,5,Florence Henderson,0.014395,0.013286,0.1736,1736
11,5,Kyle Massey,0.153213,0.118777,0.1736,1736
11,5,Jennifer Grey,0.12872,0.120344,0.1736,1736
11,5,Rick Fox,0.13892,0.126292,0.1736,1736
11,5,Kurt Warner,0.130241,0.121846,0.1736,1736
11,5,Brandy,0.128738,0.122952,0.1736,1736
11,5,Audrina Patridge,0.138443,0.122548,0.1736,1736
11,5,Bristol Palin,0.167332,0.122372,0.1736,1736
11,6,Kyle Massey,0.153772,0.111722,0.071,710
11,6,Jennifer Grey,0.168977,0.123342,0.071,710
11,6,Rick Fox,0.154552,0.116857,0.071,710
11,6,Kurt Warner,0.213593,0.127007,0.071,710
11,6,Brandy,0.133189,0.123911,0.071,710
11,6,Audrina Patridge,0.015007,0.015192,0.071,710
11,6,Bristol Palin,0.16091,0.114097,0.071,710
11,7,Kyle Massey,0.203284,0.153767,0.1715,1715
11,7,Jennifer Grey,0.18512,0.15547,0.1715,1715
11,7,Rick Fox,0.021821,0.021227,0.1715,1715
11,7,Kurt Warner,0.196722,0.156383,0.1715,1715
11,7,Brandy,0.186855,0.158971,0.1715,1715
11,7,Bristol Palin,0.206197,0.15139,0.1715,1715
11,8,Kyle Massey,0.232077,0.185023,0.2749,2749
11,8,Jennifer Grey,0.229004,0.183743,0.2749,2749
11,8,Kurt Warner,0.036857,0.032054,0.2749,2749
11,8,Brandy,0.231699,0.187176,0.2749,2749
11,8,Bristol Palin,0.270363,0.186321,0.2749,2749
11,9,Kyle Massey,0.312478,0.199467,0.2494,2494
11,9,Jennifer Grey,0.297413,0.199006,0.2494,2494
11,9,Brandy,0.051842,0.045447,0.2494,2494
11,9,Bristol Palin,0.338266,0.201937,0.2494,2494
11,10,Kyle Massey,0.333333,,,0
11,10,Jennifer Grey,0.333333,,,0
11,10,Bristol Palin,0.333333,,,0
12,1,Ralph Macchio,0.090909,,,0
12,1,Chelsea Kane,0.090909,,,0
12,1,Kirstie Alley,0.090909,,,0
12,1,Hines Ward,0.090909,,,0
12,1,Sugar Ray Leonard,0.090909,,,0
12,1,Chris Jericho,0.090909,,,0
12,1,Petra Nemcova,0.090909,,,0
12,1,Mike Catherwood,0.090909,,,0
12,1,Romeo,0.090909,,,0
12,1,Wendy Williams,0.090909,,,0
12,1,Kendra Wilkinson,0.090909,,,0
12,2,Ralph Macchio,0.096078,0.095254,0.1802,1802
12,2,Chelsea Kane,0.102549,0.093818,0.1802,1802
12,2,Kirstie Alley,0.0971,0.09398,0.1802,1802
12,2,Hines Ward,0.095361,0.093812,0.1802,1802
12,2,Sugar Ray Leonard,0.104211,0.092883,0.1802,1802
12,2,Chris Jericho,0.094646,0.093524,0.1802,1802
12,2,Petra Nemcova,0.101869,0.092294,0.1802,1802
12,2,Mike Catherwood,0.008852,0.008212,0.1802,1802
12,2,Romeo,0.089676,0.09214,0.1802,1802
12,2,Wendy Williams,0.110366,0.099751,0.1802,1802
12,2,Kendra Wilkinson,0.099292,0.092372,0.1802,1802
12,3,Ralph Macchio,0.111393,0.107047,0.3408,3408
12,3,Chelsea Kane,0.111117,0.108748,0.3408,3408
12,3,Kirstie Alley,0.107869,0.103738,0.3408,3408
12,3,Hines Ward,0.106043,0.105498,0.3408,3408
12,3,Sugar Ray Leonard,0.110798,0.106064,0.3408,3408
12,3,Chris Jericho,0.112316,0.107043,0.3408,3408
12,3,Petra Nemcova,0.1079,0.109535,0.3408,3408
12,3,Romeo,0.109464,0.107093,0.3408,3408
12,3,Wendy Williams,0.016819,0.012981,0.3408,3408
12,3,Kendra Wilkinson,0.10628,0.104017,0.3408,3408
12,4,Ralph Macchio,0.118329,0.114621,0.1705,1705
12,4,Chelsea Kane,0.109965,0.108579,0.1705,1705
12,4,Kirstie Alley,0.125593,0.115842,0.1705,1705
12,4,Hines Ward,0.118672,0.113336,0.1705,1705
12,4,Sugar Ray Leonard,0.01165,0.010674,0.1705,1705
12,4,Chris Jericho,0.122874,0.110456,0.1705,1705
12,4,Petra Nemcova,0.126245,0.114496,0.1705,1705
12,4,Romeo,0.116652,0.109645,0.1705,1705
12,4,Kendra Wilkinson,0.150022,0.116116,0.1705,1705
12,5,Ralph Macchio,0.151178,0.129356,0.1975,1975
12,5,Chelsea Kane,0.131441,0.123558,0.1975,1975
12,5,Kirstie Alley,0.142212,0.122853,0.1975,1975
12,5,Hines Ward,0.135755,0.123833,0.1975,1975
12,5,Chris Jericho,0.134241,0.125715,0.1975,1975
12,5,Petra Nemcova,0.015019,0.013986,0.1975,1975
12,5,Romeo,0.138259,0.129358,0.1975,1975
12,5,Kendra Wilkinson,0.151896,0.129031,0.1975,1975
12,6,Ralph Macchio,0.174814,0.148467,0.2736,2736
12,6,Chelsea Kane,0.159186,0.144968,0.2736,2736
12,6,Kirstie Alley,0.158836,0.142591,0.2736,2736
12,6,Hines Ward,0.160663,0.143619,0.2736,2736
12,6,Chris Jericho,0.021162,0.018474,0.2736,2736
12,6,Romeo,0.155347,0.142852,0.2736,2736
12,6,Kendra Wilkinson,0.169993,0.147926,0.2736,2736
12,7,Ralph Macchio,0.182587,0.152093,0.1913,1913
12,7,Chelsea Kane,0.197237,0.160432,0.1913,1913
12,7,Kirstie Alley,0.203933,0.155334,0.1913,1913
12,7,Hines Ward,0.188066,0.160676,0.1913,1913
12,7,Romeo,0.206824,0.161203,0.1913,1913
12,7,Kendra Wilkinson,0.021353,0.021152,0.1913,1913
12,8,Ralph Macchio,0.268352,0.176242,0.2039,2039
12,8,Chelsea Kane,0.229602,0.174413,0.2039,2039
12,8,Kirstie Alley,0.23429,0.175393,0.2039,2039
12,8,Hines Ward,0.236411,0.176018,0.2039,2039
12,8,Romeo,0.031345,0.029427,0.2039,2039
12,9,Ralph Macchio,0.066347,0.055689,0.3728,3728
12,9,Chelsea Kane,0.289344,0.224255,0.3728,3728
12,9,Kirstie Alley,0.327414,0.218155,0.3728,3728
12,9,Hines Ward,0.316894,0.219235,0.3728,3728
12,10,Chelsea Kane,0.333333,,,0
12,10,Kirstie Alley,0.333333,,,0
12,10,Hines Ward,0.333333,,,0
13,1,Elisabetta Canalis,0.096605,0.088588,0.2475,2475
13,1,David Arquette,0.091374,0.089112,0.2475,2475
13,1,Ricki Lake,0.086038,0.085463,0.2475,2475
13,1,J.R. Martinez,0.088653,0.090077,0.2475,2475
13,1,Metta World Peace (Ron),0.010179,0.008711,0.2475,2475
13,1,Hope Solo,0.087058,0.085194,0.2475,2475
13,1,Chynna Phillips,0.08505,0.087946,0.2475,2475
13,1,Kristin Cavallari,0.087071,0.086343,0.2475,2475
13,1,Carson Kressley,0.092243,0.089821,0.2475,2475
13,1,Chaz Bono,0.090179,0.088264,0.2475,2475
13,1,Nancy Grace,0.093293,0.086051,0.2475,2475
13,1,Rob Kardashian,0.092257,0.089313,0.2475,2475
13,2,Elisabetta Canalis,0.005803,0.006076,0.0586,586
13,2,David Arquette,0.116384,0.090157,0.0586,586
13,2,Ricki Lake,0.086886,0.083141,0.0586,586
13,2,J.R. Martinez,0.086758,0.083033,0.0586,586
13,2,Hope Solo,0.104303,0.09104,0.0586,586
13,2,Chynna Phillips,0.090472,0.086265,0.0586,586
13,2,Kristin Cavallari,0.086008,0.08742,0.0586,586
13,2,Carson Kressley,0.115158,0.088994,0.0586,586
13,2,Chaz Bono,0.114951,0.082333,0.0586,586
13,2,Nancy Grace,0.099426,0.085919,0.0586,586
13,2,Rob Kardashian,0.093852,0.088713,0.0586,586
13,3,David Arquette,0.105426,0.094205,0.0798,798
13,3,Ricki Lake,0.096287,0.094482,0.0798,798
13,3,J.R. Martinez,0.096635,0.098425,0.0798,798
13,3,Hope Solo,0.111644,0.094833,0.0798,798
13,3,Chynna Phillips,0.097182,0.096162,0.0798,798
13,3,Kristin Cavallari,0.007348,0.007275,0.0798,798
13,3,Carson Kressley,0.114757,0.098893,0.0798,798
13,3,Chaz Bono,0.139395,0.096788,0.0798,798
13,3,Nancy Grace,0.122685,0.097233,0.0798,798
13,3,Rob Kardashian,0.108642,0.097902,0.0798,798
13,4,David Arquette,0.116595,0.104492,0.1731,1731
13,4,Ricki Lake,0.117514,0.115261,0.1731,1731
13,4,J.R. Martinez,0.119417,0.11488,0.1731,1731
13,4,Hope Solo,0.119332,0.114277,0.1731,1731
13,4,Chynna Phillips,0.011822,0.011069,0.1731,1731
13,4,Carson Kressley,0.137108,0.114223,0.1731,1731
13,4,Chaz Bono,0.129615,0.107993,0.1731,1731
13,4,Nancy Grace,0.135556,0.112193,0.1731,1731
13,4,Rob Kardashian,0.113041,0.106104,0.1731,1731
13,5,David Arquette,0.139686,0.129614,0.2809,2809
13,5,Ricki Lake,0.138237,0.12784,0.2809,2809
13,5,J.R. Martinez,0.133068,0.127468,0.2809,2809
13,5,Hope Solo,0.141641,0.127077,0.2809,2809
13,5,Carson Kressley,0.018722,0.015806,0.2809,2809
13,5,Chaz Bono,0.149053,0.129209,0.2809,2809
13,5,Nancy Grace,0.141575,0.126792,0.2809,2809
13,5,Rob Kardashian,0.138018,0.128411,0.2809,2809
13,6,David Arquette,0.16213,0.142315,0.2854,2854
13,6,Ricki Lake,0.153778,0.142973,0.2854,2854
13,6,J.R. Martinez,0.150234,0.137932,0.2854,2854
13,6,Hope Solo,0.179879,0.144932,0.2854,2854
13,6,Chaz Bono,0.024003,0.021544,0.2854,2854
13,6,Nancy Grace,0.161329,0.143873,0.2854,2854
13,6,Rob Kardashian,0.168647,0.144597,0.2854,2854
13,7,David Arquette,0.022723,0.021755,0.2013,2013
13,7,Ricki Lake,0.180109,0.155783,0.2013,2013
13,7,J.R. Martinez,0.197098,0.158906,0.2013,2013
13,7,Hope Solo,0.199637,0.16166,0.2013,2013
13,7,Nancy Grace,0.213832,0.155838,0.2013,2013
13,7,Rob Kardashian,0.186601,0.157934,0.2013,2013
13,8,Ricki Lake,0.238302,0.185299,0.3192,3192
13,8,J.R. Martinez,0.227934,0.187044,0.3192,3192
13,8,Hope Solo,0.244929,0.186805,0.3192,3192
13,8,Nancy Grace,0.041438,0.035101,0.3192,3192
13,8,Rob Kardashian,0.247397,0.189982,0.3192,3192
13,9,Ricki Lake,0.301482,0.222873,0.3714,3714
13,9,J.R. Martinez,0.330218,0.219283,0.3714,3714
13,9,Hope Solo,0.065891,0.055047,0.3714,3714
13,9,Rob Kardashian,0.302408,0.219681,0.3714,3714
13,10,Ricki Lake,0.333333,,,0
13,10,J.R. Martinez,0.333333,,,0
13,10,Rob Kardashian,0.333333,,,0
14,1,William Levy,0.083333,,,0
14,1,Jack Wagner,0.083333,,,0
14,1,Sherri Sheperd,0.083333,,,0
14,1,Jaleel White,0.083333,,,0
14,1,Roshon Fegan,0.083333,,,0
14,1,Melissa Gilbert,0.083333,,,0
14,1,Martina Navratilova,0.083333,,,0
14,1,Donald Driver,0.083333,,,0
14,1,Gavin DeGraw,0.083333,,,0
14,1,Gladys Knight,0.083333,,,0
14,1,Katherine Jenkins,0.083333,,,0
14,1,Maria Menounos,0.083333,,,0
14,2,William Levy,0.088863,0.089965,0.2715,2715
14,2,Jack Wagner,0.090236,0.089554,0.2715,2715
14,2,Sherri Sheperd,0.090961,0.091079,0.2715,2715
14,2,Jaleel White,0.093692,0.093276,0.2715,2715
14,2,Roshon Fegan,0.088206,0.089914,0.2715,2715
14,2,Melissa Gilbert,0.09404,0.090225,0.2715,2715
14,2,Martina Navratilova,0.010913,0.008885,0.2715,2715
14,2,Donald Driver,0.087483,0.089484,0.2715,2715
14,2,Gavin DeGraw,0.087545,0.086433,0.2715,2715
14,2,Gladys Knight,0.09118,0.086547,0.2715,2715
14,2,Katherine Jenkins,0.086452,0.091241,0.2715,2715
14,2,Maria Menounos,0.09043,0.090405,0.2715,2715
14,3,William Levy,0.098898,0.099607,0.1341,1341
14,3,Jack Wagner,0.006964,0.006846,0.1341,1341
14,3,Sherri Sheperd,0.10343,0.094505,0.1341,1341
14,3,Jaleel White,0.096993,0.094853,0.1341,1341
14,3,Roshon Fegan,0.100103,0.092973,0.1341,1341
14,3,Melissa Gilbert,0.097062,0.085997,0.1341,1341
14,3,Donald Driver,0.095304,0.0945,0.1341,1341
14,3,Gavin DeGraw,0.104285,0.094855,0.1341,1341
14,3,Gladys Knight,0.10426,0.096483,0.1341,1341
14,3,Katherine Jenkins,0.094607,0.088734,0.1341,1341
14,3,Maria Menounos,0.098093,0.096334,0.1341,1341
