season,week,celebrity_name,exit_week,result_type,placement,n_judges,raw_score_sum,max_possible_points,normalized_score,n_contestants,judge_share,judge_rank,is_eliminated,rule_system,estimated_fan_share,share_std,confidence,n_valid_sims,fan_judge_gap
8,2,Lawrence Taylor,7,eliminated,7,3,20.0,30.0,0.6666666666666666,13,0.0754716981132075,7.0,False,Percent,0.081597,0.081273,0.1121,1121,0.0061253018867925
8,3,Lawrence Taylor,7,eliminated,7,3,20.0,30.0,0.6666666666666666,12,0.0787401574803149,8.0,False,Percent,0.085135,0.081576,0.1547,1547,0.006394842519685098
8,4,Lawrence Taylor,7,eliminated,7,3,19.0,30.0,0.6333333333333333,11,0.0785123966942148,8.0,False,Percent,0.097519,0.095048,0.3627,3627,0.0190066033057852
8,5,Lawrence Taylor,7,eliminated,7,3,20.0,30.0,0.6666666666666666,9,0.0952380952380952,8.0,False,Percent,0.143414,0.113338,0.1262,1262,0.04817590476190481
8,6,Lawrence Taylor,7,eliminated,7,3,22.0,30.0,0.7333333333333333,8,0.1182795698924731,6.0,False,Percent,0.141329,0.12709,0.3387,3387,0.023049430107526914
8,7,Lawrence Taylor,7,eliminated,7,3,21.0,30.0,0.7,7,0.1153846153846153,7.0,True,Percent,0.023846,0.02031,0.3014,3014,-0.0915386153846153
8,1,Ty Murray,10,eliminated,4,3,14.0,30.0,0.4666666666666667,13,0.0576131687242798,12.0,False,Percent,0.076923,,,0,0.019309831275720203
8,2,Ty Murray,10,eliminated,4,3,20.0,30.0,0.6666666666666666,13,0.0754716981132075,7.0,False,Percent,0.080438,0.079003,0.1121,1121,0.004966301886792493
8,3,Ty Murray,10,eliminated,4,3,23.0,30.0,0.7666666666666667,12,0.0905511811023622,6.5,False,Percent,0.089035,0.08937,0.1547,1547,-0.0015161811023621935
8,4,Ty Murray,10,eliminated,4,3,25.0,30.0,0.8333333333333334,11,0.1033057851239669,4.5,False,Percent,0.093801,0.09534,0.3627,3627,-0.009504785123966908
8,5,Ty Murray,10,eliminated,4,3,21.0,30.0,0.7,9,0.0999999999999999,7.0,False,Percent,0.131361,0.111883,0.1262,1262,0.03136100000000011
8,6,Ty Murray,10,eliminated,4,3,18.0,30.0,0.6,8,0.0967741935483871,7.0,False,Percent,0.152321,0.128525,0.3387,3387,0.05554680645161292
8,7,Ty Murray,10,eliminated,4,3,24.0,30.0,0.8,7,0.1318681318681318,6.0,False,Percent,0.170496,0.143251,0.3014,3014,0.03862786813186822
8,8,Ty Murray,10,eliminated,4,3,26.0,30.0,0.8666666666666667,6,0.1666666666666666,3.5,False,Percent,0.194929,0.157942,0.1908,1908,0.02826233333333339
8,9,Ty Murray,10,eliminated,4,3,23.0,30.0,0.7666666666666667,5,0.1722846441947565,5.0,False,Percent,0.2704,0.174772,0.2146,2146,0.09811535580524347
8,10,Ty Murray,10,eliminated,4,3,24.0,30.0,0.8,4,0.2191780821917808,4.0,True,Percent,0.06033,0.051242,0.3414,3414,-0.15884808219178082
8,1,Shawn Johnson,99,finalist,1,3,23.0,30.0,0.7666666666666667,13,0.0946502057613168,2.5,False,Percent,0.076923,,,0,-0.017727205761316797
8,2,Shawn Johnson,99,finalist,1,3,24.0,30.0,0.8,13,0.090566037735849,3.0,False,Percent,0.073303,0.07832,0.1121,1121,-0.017263037735849
8,3,Shawn Johnson,99,finalist,1,3,27.0,30.0,0.9,12,0.1062992125984252,2.0,False,Percent,0.081956,0.086259,0.1547,1547,-0.0243432125984252
8,4,Shawn Johnson,99,finalist,1,3,25.0,30.0,0.8333333333333334,11,0.1033057851239669,4.5,False,Percent,0.096354,0.094018,0.3627,3627,-0.006951785123966908
8,5,Shawn Johnson,99,finalist,1,3,26.0,30.0,0.8666666666666667,9,0.1238095238095238,2.5,False,Percent,0.111328,0.109294,0.1262,1262,-0.012481523809523803
8,6,Shawn Johnson,99,finalist,1,3,26.0,30.0,0.8666666666666667,8,0.1397849462365591,3.5,False,Percent,0.137524,0.129194,0.3387,3387,-0.0022609462365590915
8,7,Shawn Johnson,99,finalist,1,3,28.0,30.0,0.9333333333333332,7,0.1538461538461538,2.0,False,Percent,0.157961,0.144441,0.3014,3014,0.004114846153846191
8,8,Shawn Johnson,99,finalist,1,3,26.0,30.0,0.8666666666666667,6,0.1666666666666666,3.5,False,Percent,0.193101,0.15494,0.1908,1908,0.026434333333333393
8,9,Shawn Johnson,99,finalist,1,3,28.0,30.0,0.9333333333333332,5,0.2097378277153558,2.5,False,Percent,0.229418,0.177941,0.2146,2146,0.01968017228464422
8,10,Shawn Johnson,99,finalist,1,3,28.0,30.0,0.9333333333333332,4,0.2557077625570776,2.0,False,Percent,0.323901,0.220836,0.3414,3414,0.06819323744292238
8,11,Shawn Johnson,99,finalist,1,3,30.0,30.0,1.0,3,0.3428571428571428,1.0,False,Percent,0.333333,,,0,-0.009524142857142814
8,1,Steve Wozniak,4,eliminated,10,3,13.0,30.0,0.4333333333333333,13,0.0534979423868312,13.0,False,Percent,0.076923,,,0,0.023425057613168807
8,2,Steve Wozniak,4,eliminated,10,3,17.0,30.0,0.5666666666666667,13,0.0641509433962264,11.5,False,Percent,0.094241,0.079993,0.1121,1121,0.030090056603773604
8,3,Steve Wozniak,4,eliminated,10,3,10.0,30.0,0.3333333333333333,12,0.0393700787401574,12.0,False,Percent,0.12656,0.085968,0.1547,1547,0.0871899212598426
8,4,Steve Wozniak,4,eliminated,10,3,12.0,30.0,0.4,11,0.0495867768595041,11.0,True,Percent,0.01788,0.01502,0.3627,3627,-0.0317067768595041
8,1,Belinda Carlisle,2,eliminated,13,3,17.0,30.0,0.5666666666666667,13,0.0699588477366255,9.5,False,Percent,0.076923,,,0,0.006964152263374504
8,2,Belinda Carlisle,2,eliminated,13,3,18.0,30.0,0.6,13,0.0679245283018867,9.5,True,Percent,0.00667,0.006054,0.1121,1121,-0.06125452830188669
8,1,Chuck Wicks,8,eliminated,6,3,20.0,30.0,0.6666666666666666,13,0.0823045267489712,5.0,False,Percent,0.076923,,,0,-0.005381526748971188
8,2,Chuck Wicks,8,eliminated,6,3,20.0,30.0,0.6666666666666666,13,0.0754716981132075,7.0,False,Percent,0.081909,0.080442,0.1121,1121,0.006437301886792493
8,3,Chuck Wicks,8,eliminated,6,3,23.0,30.0,0.7666666666666667,12,0.0905511811023622,6.5,False,Percent,0.08323,0.082635,0.1547,1547,-0.007321181102362198
8,4,Chuck Wicks,8,eliminated,6,3,22.0,30.0,0.7333333333333333,11,0.0909090909090909,6.5,False,Percent,0.097431,0.097594,0.3627,3627,0.006521909090909106
8,5,Chuck Wicks,8,eliminated,6,3,23.0,30.0,0.7666666666666667,9,0.1095238095238095,5.0,False,Percent,0.118197,0.10581,0.1262,1262,0.008673190476190501
8,6,Chuck Wicks,8,eliminated,6,3,23.0,30.0,0.7666666666666667,8,0.1236559139784946,5.0,False,Percent,0.138752,0.125725,0.3387,3387,0.01509608602150539
8,7,Chuck Wicks,8,eliminated,6,3,27.0,30.0,0.9,7,0.1483516483516483,3.5,False,Percent,0.167118,0.149409,0.3014,3014,0.018766351648351692
8,8,Chuck Wicks,8,eliminated,6,3,25.5,30.0,0.85,6,0.1634615384615384,5.0,True,Percent,0.021658,0.02091,0.1908,1908,-0.1418035384615384
8,1,Lil' Kim,9,eliminated,5,3,21.0,30.0,0.7,13,0.0864197530864197,4.0,False,Percent,0.076923,,,0,-0.009496753086419701
8,2,Lil' Kim,9,eliminated,5,3,23.0,30.0,0.7666666666666667,13,0.0867924528301886,4.0,False,Percent,0.077927,0.0761,0.1121,1121,-0.008865452830188608
8,3,Lil' Kim,9,eliminated,5,3,25.0,30.0,0.8333333333333334,12,0.0984251968503937,4.0,False,Percent,0.081342,0.08172,0.1547,1547,-0.01708319685039371
8,4,Lil' Kim,9,eliminated,5,3,27.0,30.0,0.9,11,0.1115702479338843,3.0,False,Percent,0.098664,0.099669,0.3627,3627,-0.012906247933884299
8,5,Lil' Kim,9,eliminated,5,3,26.0,30.0,0.8666666666666667,9,0.1238095238095238,2.5,False,Percent,0.1067,0.097474,0.1262,1262,-0.017109523809523797
8,6,Lil' Kim,9,eliminated,5,3,28.0,30.0,0.9333333333333332,8,0.1505376344086021,1.0,False,Percent,0.135773,0.131162,0.3387,3387,-0.014764634408602095
8,7,Lil' Kim,9,eliminated,5,3,26.0,30.0,0.8666666666666667,7,0.1428571428571428,5.0,False,Percent,0.161785,0.141314,0.3014,3014,0.01892785714285722
8,8,Lil' Kim,9,eliminated,5,3,28.0,30.0,0.9333333333333332,6,0.1794871794871795,1.0,False,Percent,0.174434,0.148067,0.1908,1908,-0.005053179487179482
8,9,Lil' Kim,9,eliminated,5,3,26.0,30.0,0.8666666666666667,5,0.1947565543071161,4.0,True,Percent,0.033713,0.03142,0.2146,2146,-0.16104355430711612
8,1,Steve-O,6,eliminated,8,3,17.0,30.0,0.5666666666666667,13,0.0699588477366255,9.5,False,Percent,0.076923,,,0,0.006964152263374504
8,2,Steve-O,6,eliminated,8,3,14.0,30.0,0.4666666666666667,13,0.0528301886792452,13.0,False,Percent,0.10096,0.07689,0.1121,1121,0.04812981132075479
8,3,Steve-O,6,eliminated,8,3,15.0,30.0,0.5,12,0.0590551181102362,11.0,False,Percent,0.101285,0.083216,0.1547,1547,0.0422298818897638
8,4,Steve-O,6,eliminated,8,3,15.0,30.0,0.5,11,0.0619834710743801,10.0,False,Percent,0.106753,0.097478,0.3627,3627,0.0447695289256199
8,5,Steve-O,6,eliminated,8,3,18.0,30.0,0.6,9,0.0857142857142857,9.0,False,Percent,0.151263,0.111231,0.1262,1262,0.06554871428571431
8,6,Steve-O,6,eliminated,8,3,16.0,30.0,0.5333333333333333,8,0.086021505376344,8.0,True,Percent,0.024559,0.020109,0.3387,3387,-0.061462505376344
8,1,Holly Madison,4,eliminated,11,3,18.0,30.0,0.6,13,0.074074074074074,7.5,False,Percent,0.076923,,,0,0.0028489259259260047
8,2,Holly Madison,4,eliminated,11,3,18.0,30.0,0.6,13,0.0679245283018867,9.5,False,Percent,0.085239,0.079037,0.1121,1121,0.0173144716981133
8,3,Holly Madison,4,eliminated,11,3,17.0,30.0,0.5666666666666667,12,0.0669291338582677,9.0,False,Percent,0.092587,0.080963,0.1547,1547,0.025657866141732308
8,4,Holly Madison,4,eliminated,11,3,16.0,30.0,0.5333333333333333,11,0.0661157024793388,9.0,True,Percent,0.103273,0.095831,0.3627,3627,0.0371572975206612
8,1,Melissa Rycroft,99,finalist,3,3,23.0,30.0,0.7666666666666667,13,0.0946502057613168,2.5,False,Percent,0.076923,,,0,-0.017727205761316797
8,2,Melissa Rycroft,99,finalist,3,3,26.0,30.0,0.8666666666666667,13,0.0981132075471698,2.0,False,Percent,0.0748,0.078586,0.1121,1121,-0.023313207547169798
8,3,Melissa Rycroft,99,finalist,3,3,27.0,30.0,0.9,12,0.1062992125984252,2.0,False,Percent,0.08045,0.080598,0.1547,1547,-0.02584921259842521
8,4,Melissa Rycroft,99,finalist,3,3,29.0,30.0,0.9666666666666668,11,0.1198347107438016,2.0,False,Percent,0.096636,0.097576,0.3627,3627,-0.0231987107438016
8,5,Melissa Rycroft,99,finalist,3,3,25.0,30.0,0.8333333333333334,9,0.119047619047619,4.0,False,Percent,0.111572,0.107651,0.1262,1262,-0.007475619047618995
8,6,Melissa Rycroft,99,finalist,3,3,27.0,30.0,0.9,8,0.1451612903225806,2.0,False,Percent,0.134914,0.127551,0.3387,3387,-0.010247290322580593
8,7,Melissa Rycroft,99,finalist,3,3,29.0,30.0,0.9666666666666668,7,0.1593406593406593,1.0,False,Percent,0.158573,0.14582,0.3014,3014,-0.0007676593406593102
8,8,Melissa Rycroft,99,finalist,3,3,23.0,30.0,0.7666666666666667,6,0.1474358974358974,6.0,False,Percent,0.226157,0.165094,0.1908,1908,0.07872110256410259
8,9,Melissa Rycroft,99,finalist,3,3,28.5,30.0,0.95,5,0.2134831460674157,1.0,False,Percent,0.231887,0.181426,0.2146,2146,0.018403853932584313
8,10,Melissa Rycroft,99,finalist,3,3,27.5,30.0,0.9166666666666666,4,0.2511415525114155,3.0,False,Percent,0.316833,0.216441,0.3414,3414,0.06569144748858446
8,11,Melissa Rycroft,99,finalist,3,3,28.5,30.0,0.95,3,0.3257142857142857,3.0,False,Percent,0.333333,,,0,0.007618714285714312
9,1,Ashley Hamiliton,1,eliminated,16,3,18.9999,30.0,0.6333300000000001,16,0.0467979676767199,15.5,True,Percent,0.006095,0.005631,0.1686,1686,-0.040702967676719895
9,1,Debi Mazar,3,eliminated,12,3,22.0,30.0,0.7333333333333333,16,0.0541874056646528,10.5,False,Percent,0.066094,0.066163,0.1686,1686,0.011906594335347201
9,2,Debi Mazar,3,eliminated,12,3,21.0,30.0,0.7,14,0.0714285714285714,5.0,False,Percent,0.073534,0.070921,0.1631,1631,0.0021054285714286053
9,3,Debi Mazar,3,eliminated,12,3,17.0,30.0,0.5666666666666667,13,0.065891472868217,10.5,True,Percent,0.007157,0.006506,0.1283,1283,-0.05873447286821701
9,1,Melissa Joan Hart,6,eliminated,9,3,24.0,30.0,0.8,16,0.0591135334523485,9.0,False,Percent,0.065062,0.066135,0.1686,1686,0.005948466547651493
9,2,Melissa Joan Hart,6,eliminated,9,3,19.0,30.0,0.6333333333333333,14,0.064625850340136,10.5,False,Percent,0.078487,0.077115,0.1631,1631,0.013861149659864
9,3,Melissa Joan Hart,6,eliminated,9,3,19.0,30.0,0.6333333333333333,13,0.0736434108527131,8.0,False,Percent,0.076107,0.072419,0.1283,1283,0.002463589147286893
9,4,Melissa Joan Hart,6,eliminated,9,3,28.0,30.0,0.9333333333333332,11,0.1157024793388429,1.5,False,Percent,0.091844,0.093821,0.1998,1998,-0.0238584793388429
9,5,Melissa Joan Hart,6,eliminated,9,3,23.0,30.0,0.7666666666666667,10,0.0950413223140495,7.0,False,Percent,0.109808,0.102441,0.1633,1633,0.014766677685950497
9,6,Melissa Joan Hart,6,eliminated,9,3,23.9999,30.0,0.7999966666666667,9,0.0923076272187096,8.0,True,Percent,0.01548,0.013717,0.2054,2054,-0.07682762721870959
9,1,Mark Dacascos,7,eliminated,6,3,28.9998,30.0,0.96666,16,0.0714283603088091,6.0,False,Percent,0.063058,0.066758,0.1686,1686,-0.008370360308809097
9,2,Mark Dacascos,7,eliminated,6,3,21.0,30.0,0.7,14,0.0714285714285714,5.0,False,Percent,0.074171,0.074497,0.1631,1631,0.002742428571428604
9,3,Mark Dacascos,7,eliminated,6,3,18.0,30.0,0.6,13,0.0697674418604651,9.0,False,Percent,0.080321,0.07792,0.1283,1283,0.010553558139534902
9,4,Mark Dacascos,7,eliminated,6,3,22.0,30.0,0.7333333333333333,11,0.0909090909090909,7.0,False,Percent,0.094854,0.093113,0.1998,1998,0.003944909090909096
9,5,Mark Dacascos,7,eliminated,6,3,26.0,30.0,0.8666666666666667,10,0.1074380165289256,3.0,False,Percent,0.104834,0.105283,0.1633,1633,-0.0026040165289255984
9,6,Mark Dacascos,7,eliminated,6,3,32.0,30.0,1.0666666666666669,9,0.1230773491139007,4.0,False,Percent,0.114704,0.111581,0.2054,2054,-0.008373349113900697
9,7,Mark Dacascos,7,eliminated,6,3,21.5,30.0,0.7166666666666667,7,0.1225071225071225,7.0,True,Percent,0.021564,0.018802,0.2622,2622,-0.1009431225071225
9,1,Chuck Liddell,4,eliminated,11,3,22.0,30.0,0.7333333333333333,16,0.0541874056646528,10.5,False,Percent,0.067271,0.067127,0.1686,1686,0.013083594335347198
9,2,Chuck Liddell,4,eliminated,11,3,19.0,30.0,0.6333333333333333,14,0.064625850340136,10.5,False,Percent,0.079782,0.079409,0.1631,1631,0.015156149659864004
9,3,Chuck Liddell,4,eliminated,11,3,17.0,30.0,0.5666666666666667,13,0.065891472868217,10.5,False,Percent,0.088354,0.081128,0.1283,1283,0.022462527131782997
9,4,Chuck Liddell,4,eliminated,11,3,17.0,30.0,0.5666666666666667,11,0.0702479338842975,9.0,True,Percent,0.011993,0.010663,0.1998,1998,-0.05825493388429749
9,1,Natalie Coughlin,5,eliminated,10,3,26.9998,30.0,0.8999933333333333,16,0.0665022325211133,7.5,False,Percent,0.06578,0.066142,0.1686,1686,-0.0007222325211132946
9,2,Natalie Coughlin,5,eliminated,10,3,21.0,30.0,0.7,14,0.0714285714285714,5.0,False,Percent,0.075831,0.078237,0.1631,1631,0.004402428571428599
9,3,Natalie Coughlin,5,eliminated,10,3,26.0,30.0,0.8666666666666667,13,0.1007751937984496,2.0,False,Percent,0.078395,0.078985,0.1283,1283,-0.02238019379844959
9,4,Natalie Coughlin,5,eliminated,10,3,24.0,30.0,0.8,11,0.0991735537190082,4.5,False,Percent,0.09526,0.094819,0.1998,1998,-0.0039135537190082
9,5,Natalie Coughlin,5,eliminated,10,3,22.0,30.0,0.7333333333333333,10,0.0909090909090909,8.5,True,Percent,0.009518,0.008877,0.1633,1633,-0.0813910909090909
9,1,Louie Vito,6,eliminated,8,3,26.9998,30.0,0.8999933333333333,16,0.0665022325211133,7.5,False,Percent,0.063625,0.065796,0.1686,1686,-0.0028772325211132987
9,2,Louie Vito,6,eliminated,8,3,19.0,30.0,0.6333333333333333,14,0.064625850340136,10.5,False,Percent,0.081248,0.078728,0.1631,1631,0.016622149659864
9,3,Louie Vito,6,eliminated,8,3,20.0,30.0,0.6666666666666666,13,0.0775193798449612,6.5,False,Percent,0.081851,0.081542,0.1283,1283,0.004331620155038796
9,4,Louie Vito,6,eliminated,8,3,16.0,30.0,0.5333333333333333,11,0.0661157024793388,10.5,False,Percent,0.112437,0.0914,0.1998,1998,0.04632129752066119
9,5,Louie Vito,6,eliminated,8,3,22.0,30.0,0.7333333333333333,10,0.0909090909090909,8.5,False,Percent,0.118602,0.100782,0.1633,1633,0.0276929090909091
9,6,Louie Vito,6,eliminated,8,3,24.0,30.0,0.8,9,0.0923080118354255,7.0,True,Percent,0.134396,0.112505,0.2054,2054,0.042087988164574486
9,1,Michael Irvin,7,eliminated,7,3,19.0,30.0,0.6333333333333333,16,0.0467982139831092,14.0,False,Percent,0.074031,0.069898,0.1686,1686,0.027232786016890796
9,2,Michael Irvin,7,eliminated,7,3,20.0,30.0,0.6666666666666666,14,0.0680272108843537,7.5,False,Percent,0.078299,0.075539,0.1631,1631,0.010271789115646288
9,3,Michael Irvin,7,eliminated,7,3,14.0,30.0,0.4666666666666667,13,0.0542635658914728,13.0,False,Percent,0.101335,0.080197,0.1283,1283,0.047071434108527196
9,4,Michael Irvin,7,eliminated,7,3,16.0,30.0,0.5333333333333333,11,0.0661157024793388,10.5,False,Percent,0.114265,0.093926,0.1998,1998,0.0481492975206612
9,5,Michael Irvin,7,eliminated,7,3,21.0,30.0,0.7,10,0.0867768595041322,10.0,False,Percent,0.123471,0.104109,0.1633,1633,0.03669414049586779
9,6,Michael Irvin,7,eliminated,7,3,21.9998,30.0,0.7333266666666667,9,0.0846149082823748,9.0,False,Percent,0.149131,0.117592,0.2054,2054,0.0645160917176252
9,7,Michael Irvin,7,eliminated,7,3,23.5,30.0,0.7833333333333333,7,0.1339031339031339,6.0,True,Percent,0.169403,0.141764,0.2622,2622,0.03549986609686609
9,1,Joanna Krupa,9,eliminated,4,3,33.9999,30.0,1.13333,16,0.0837439260844377,1.0,False,Percent,0.059374,0.061637,0.1686,1686,-0.0243699260844377
9,2,Joanna Krupa,9,eliminated,4,3,20.0,30.0,0.6666666666666666,14,0.0680272108843537,7.5,False,Percent,0.075865,0.076242,0.1631,1631,0.007837789115646296
9,3,Joanna Krupa,9,eliminated,4,3,23.0,30.0,0.7666666666666667,13,0.0891472868217054,3.0,False,Percent,0.075923,0.080567,0.1283,1283,-0.0132242868217054
9,4,Joanna Krupa,9,eliminated,4,3,26.0,30.0,0.8666666666666667,11,0.1074380165289256,3.0,False,Percent,0.094403,0.096345,0.1998,1998,-0.013035016528925594
9,5,Joanna Krupa,9,eliminated,4,3,24.0,30.0,0.8,10,0.0991735537190082,5.0,False,Percent,0.114848,0.105204,0.1633,1633,0.015674446280991808
9,6,Joanna Krupa,9,eliminated,4,3,35.9999,30.0,1.1999966666666666,9,0.1384616331364223,1.0,False,Percent,0.114344,0.112863,0.2054,2054,-0.02411763313642229
9,7,Joanna Krupa,9,eliminated,4,3,27.5,30.0,0.9166666666666666,7,0.1566951566951567,1.0,False,Percent,0.165968,0.148291,0.2622,2622,0.009272843304843292
9,8,Joanna Krupa,9,eliminated,4,3,26.0,30.0,0.8666666666666667,5,0.1984732824427481,2.0,False,Percent,0.23719,0.17597,0.24,2400,0.03871671755725192
9,9,Joanna Krupa,9,eliminated,4,3,27.0,30.0,0.9,4,0.2531258701201785,2.0,True,Percent,0.048865,0.044599,0.2363,2363,-0.20426087012017852
9,1,Kathy Ireland,2,eliminated,14,3,19.9999,30.0,0.6666633333333334,16,0.0492610315705677,12.5,False,Percent,0.068712,0.06468,0.1686,1686,0.019450968429432294
9,2,Kathy Ireland,2,eliminated,14,3,18.0,30.0,0.6,14,0.0612244897959183,13.5,True,Percent,0.005925,0.005475,0.1631,1631,-0.0552994897959183
9,1,Tom DeLay,3,withdrew,13,3,19.9999,30.0,0.6666633333333334,16,0.0492610315705677,12.5,False,Percent,0.07098,0.064173,0.1686,1686,0.0217189684294323
9,2,Tom DeLay,3,withdrew,13,3,18.0,30.0,0.6,14,0.0612244897959183,13.5,False,Percent,0.081626,0.0757,0.1631,1631,0.020401510204081708
9,3,Tom DeLay,3,withdrew,13,3,15.0,30.0,0.5,13,0.0581395348837209,12.0,False,Percent,0.096421,0.08415,0.1283,1283,0.038281465116279105
9,1,Macy Gray,1,eliminated,15,3,18.9999,30.0,0.6333300000000001,16,0.0467979676767199,15.5,True,Percent,0.074083,0.069949,0.1686,1686,0.027285032323280098
9,1,Aaron Carter,8,eliminated,5,3,31.999899999999997,30.0,1.0666633333333333,16,0.078817798296742,2.0,False,Percent,0.063859,0.067145,0.1686,1686,-0.014958798296742001
9,2,Aaron Carter,8,eliminated,5,3,27.0,30.0,0.9,14,0.0918367346938775,1.5,False,Percent,0.071508,0.071598,0.1631,1631,-0.020328734693877498
9,3,Aaron Carter,8,eliminated,5,3,21.0,30.0,0.7,13,0.0813953488372093,4.5,False,Percent,0.078208,0.080465,0.1283,1283,-0.0031873488372092945
9,4,Aaron Carter,8,eliminated,5,3,18.0,30.0,0.6,11,0.0743801652892562,8.0,False,Percent,0.102721,0.092365,0.1998,1998,0.028340834710743806
9,5,Aaron Carter,8,eliminated,5,3,24.0,30.0,0.8,10,0.0991735537190082,5.0,False,Percent,0.108311,0.103042,0.1633,1633,0.009137446280991807
9,6,Aaron Carter,8,eliminated,5,3,32.9998,30.0,1.0999933333333334,9,0.1269227470402782,3.0,False,Percent,0.115502,0.11408,0.2054,2054,-0.011420747040278206
9,7,Aaron Carter,8,eliminated,5,3,26.5,30.0,0.8833333333333333,7,0.150997150997151,2.0,False,Percent,0.157977,0.140174,0.2622,2622,0.006979849002849009
9,8,Aaron Carter,8,eliminated,5,3,25.0,30.0,0.8333333333333334,5,0.1908396946564885,4.5,True,Percent,0.033712,0.031118,0.24,2400,-0.15712769465648851
9,1,Mya,99,finalist,2,3,30.999899999999997,30.0,1.03333,16,0.0763547344028942,3.0,False,Percent,0.06511,0.068894,0.1686,1686,-0.011244734402894196
9,2,Mya,99,finalist,2,3,27.0,30.0,0.9,14,0.0918367346938775,1.5,False,Percent,0.074317,0.075429,0.1631,1631,-0.017519734693877506
9,3,Mya,99,finalist,2,3,27.0,30.0,0.9,13,0.1046511627906976,1.0,False,Percent,0.075436,0.078325,0.1283,1283,-0.029215162790697594
9,4,Mya,99,finalist,2,3,28.0,30.0,0.9333333333333332,11,0.1157024793388429,1.5,False,Percent,0.094355,0.094646,0.1998,1998,-0.0213474793388429
9,5,Mya,99,finalist,2,3,27.0,30.0,0.9,10,0.1115702479338843,2.0,False,Percent,0.103782,0.103005,0.1633,1633,-0.007788247933884301
9,6,Mya,99,finalist,2,3,33.0,30.0,1.1,9,0.1269235162737101,2.0,False,Percent,0.112165,0.111423,0.2054,2054,-0.014758516273710096
9,7,Mya,99,finalist,2,3,24.5,30.0,0.8166666666666667,7,0.1396011396011396,5.0,False,Percent,0.167362,0.144546,0.2622,2622,0.027760860398860415
9,8,Mya,99,finalist,2,3,29.5,30.0,0.9833333333333332,5,0.2251908396946564,1.0,False,Percent,0.222548,0.178609,0.24,2400,-0.002642839694656396
9,9,Mya,99,finalist,2,3,28.9999,30.0,0.9666633333333332,4,0.2718749970703024,1.0,False,Percent,0.292588,0.196646,0.2363,2363,0.020713002929697633
9,10,Mya,99,finalist,2,3,28.3332,30.0,0.94444,3,0.3432030932030931,2.0,False,Percent,0.333333,,,0,-0.009870093203093122
9,1,Donny Osmond,99,finalist,1,3,29.999899999999997,30.0,0.9999966666666664,16,0.0738916705090463,5.0,False,Percent,0.064129,0.066613,0.1686,1686,-0.009762670509046292
9,2,Donny Osmond,99,finalist,1,3,25.0,30.0,0.8333333333333334,14,0.0850340136054421,3.0,False,Percent,0.070641,0.074606,0.1631,1631,-0.01439301360544211
9,3,Donny Osmond,99,finalist,1,3,21.0,30.0,0.7,13,0.0813953488372093,4.5,False,Percent,0.080237,0.081499,0.1283,1283,-0.0011583488372092915
9,4,Donny Osmond,99,finalist,1,3,24.0,30.0,0.8,11,0.0991735537190082,4.5,False,Percent,0.093184,0.094038,0.1998,1998,-0.005989553719008195
9,5,Donny Osmond,99,finalist,1,3,29.0,30.0,0.9666666666666668,10,0.1198347107438016,1.0,False,Percent,0.100193,0.099715,0.1633,1633,-0.019641710743801596
9,6,Donny Osmond,99,finalist,1,3,30.999899999999997,30.0,1.03333,9,0.1192307973373753,5.0,False,Percent,0.113505,0.109717,0.2054,2054,-0.005725797337375299
9,7,Donny Osmond,99,finalist,1,3,26.0,30.0,0.8666666666666667,7,0.1481481481481481,3.5,False,Percent,0.156324,0.13796,0.2622,2622,0.008175851851851879
9,8,Donny Osmond,99,finalist,1,3,25.0,30.0,0.8333333333333334,5,0.1908396946564885,4.5,False,Percent,0.254936,0.17987,0.24,2400,0.06409630534351149
9,9,Donny Osmond,99,finalist,1,3,24.6666,30.0,0.82222,4,0.2312501699224591,4.0,False,Percent,0.340771,0.200216,0.2363,2363,0.1095208300775409
9,10,Donny Osmond,99,finalist,1,3,28.9998,30.0,0.96666,3,0.3512776905634048,1.0,False,Percent,0.333333,,,0,-0.017944690563404808
9,1,Kelly Osbourne,99,finalist,3,3,30.9998,30.0,1.0333266666666667,16,0.0763544880965048,4.0,False,Percent,0.062736,0.066686,0.1686,1686,-0.013618488096504802
9,2,Kelly Osbourne,99,finalist,3,3,19.0,30.0,0.6333333333333333,14,0.064625850340136,10.5,False,Percent,0.078766,0.074497,0.1631,1631,0.014140149659864001
9,3,Kelly Osbourne,99,finalist,3,3,20.0,30.0,0.6666666666666666,13,0.0775193798449612,6.5,False,Percent,0.080255,0.08135,0.1283,1283,0.0027356201550388093
9,4,Kelly Osbourne,99,finalist,3,3,23.0,30.0,0.7666666666666667,11,0.0950413223140495,6.0,False,Percent,0.094685,0.091322,0.1998,1998,-0.0003563223140495009
9,5,Kelly Osbourne,99,finalist,3,3,24.0,30.0,0.8,10,0.0991735537190082,5.0,False,Percent,0.106633,0.099073,0.1633,1633,0.007459446280991808
9,6,Kelly Osbourne,99,finalist,3,3,24.9998,30.0,0.8333266666666667,9,0.096153409761803,6.0,False,Percent,0.130774,0.111919,0.2054,2054,0.034620590238197
9,7,Kelly Osbourne,99,finalist,3,3,26.0,30.0,0.8666666666666667,7,0.1481481481481481,3.5,False,Percent,0.161403,0.144096,0.2622,2622,0.013254851851851879
9,8,Kelly Osbourne,99,finalist,3,3,25.5,30.0,0.85,5,0.1946564885496182,3.0,False,Percent,0.251615,0.181218,0.24,2400,0.05695851145038178
