season,week,celebrity_name,exit_week,result_type,placement,n_judges,raw_score_sum,max_possible_points,normalized_score,n_contestants,judge_share,judge_rank,is_eliminated,rule_system,estimated_fan_share,share_std,confidence,n_valid_sims,prior_strength,posterior_strength,fan_judge_gap,evidence_ratio,relative_confidence
9,6,Mya,99,finalist,2,3,33.0,30.0,1.1,9,0.1269235162737101,2.0,False,Percent,0.115458,0.065101,0.2018,2018,22.800000000000004,24.800000000000004,-0.011465516273710091,1.087719298245614,1.0
9,7,Mya,99,finalist,2,3,24.5,30.0,0.8166666666666667,7,0.1396011396011396,5.0,False,Percent,0.156207,0.066284,0.2509,2509,24.8,26.800000000000004,0.016605860398860417,1.0806451612903227,1.0
9,8,Mya,99,finalist,2,3,29.5,30.0,0.9833333333333332,5,0.2251908396946564,1.0,False,Percent,0.209341,0.070288,0.2385,2385,26.800000000000004,28.800000000000008,-0.015849839694656392,1.074626865671642,1.0
9,9,Mya,99,finalist,2,3,28.9999,30.0,0.9666633333333332,4,0.2718749970703024,1.0,False,Percent,0.266289,0.0692,0.2474,2474,28.800000000000008,30.800000000000004,-0.005585997070302384,1.0694444444444442,1.0
9,10,Mya,99,finalist,2,3,28.3332,30.0,0.94444,3,0.3432030932030931,2.0,False,Percent,0.329515,,,0,30.8,30.8,-0.01368809320309311,1.0,1.0
9,1,Donny Osmond,99,finalist,1,3,29.999899999999997,30.0,0.9999966666666664,16,0.0738916705090463,5.0,False,Percent,0.066054,0.068081,0.173,1730,12.8,14.800000000000002,-0.007837670509046296,1.1562500000000002,1.0
9,2,Donny Osmond,99,finalist,1,3,25.0,30.0,0.8333333333333334,14,0.0850340136054421,3.0,False,Percent,0.06961,0.063232,0.1449,1449,14.800000000000004,16.800000000000008,-0.0154240136054421,1.1351351351351353,1.0
9,3,Donny Osmond,99,finalist,1,3,21.0,30.0,0.7,13,0.0813953488372093,4.5,False,Percent,0.079218,0.064586,0.1337,1337,16.800000000000004,18.800000000000004,-0.0021773488372092975,1.119047619047619,1.0
9,4,Donny Osmond,99,finalist,1,3,24.0,30.0,0.8,11,0.0991735537190082,4.5,False,Percent,0.091578,0.06219,0.1929,1929,18.800000000000004,20.800000000000008,-0.007595553719008191,1.1063829787234045,1.0000000000000002
9,5,Donny Osmond,99,finalist,1,3,29.0,30.0,0.9666666666666668,10,0.1198347107438016,1.0,False,Percent,0.10328,0.064017,0.1508,1508,20.800000000000004,22.800000000000004,-0.016554710743801604,1.096153846153846,1.0
9,6,Donny Osmond,99,finalist,1,3,30.999899999999997,30.0,1.03333,9,0.1192307973373753,5.0,False,Percent,0.115255,0.063661,0.2018,2018,22.800000000000004,24.800000000000004,-0.0039757973373752975,1.087719298245614,1.0
9,7,Donny Osmond,99,finalist,1,3,26.0,30.0,0.8666666666666667,7,0.1481481481481481,3.5,False,Percent,0.150668,0.066103,0.2509,2509,24.8,26.800000000000004,0.002519851851851884,1.0806451612903227,1.0
9,8,Donny Osmond,99,finalist,1,3,25.0,30.0,0.8333333333333334,5,0.1908396946564885,4.5,False,Percent,0.226515,0.066294,0.2385,2385,26.800000000000004,28.800000000000008,0.03567530534351149,1.074626865671642,1.0
9,9,Donny Osmond,99,finalist,1,3,24.6666,30.0,0.82222,4,0.2312501699224591,4.0,False,Percent,0.290266,0.065797,0.2474,2474,28.800000000000008,30.800000000000004,0.05901583007754094,1.0694444444444442,1.0
9,10,Donny Osmond,99,finalist,1,3,28.9998,30.0,0.96666,3,0.3512776905634048,1.0,False,Percent,0.331711,,,0,30.8,30.8,-0.01956669056340482,1.0,1.0
9,1,Kelly Osbourne,99,finalist,3,3,30.9998,30.0,1.0333266666666667,16,0.0763544880965048,4.0,False,Percent,0.066035,0.069307,0.173,1730,12.8,14.800000000000002,-0.010319488096504806,1.1562500000000002,1.0
9,2,Kelly Osbourne,99,finalist,3,3,19.0,30.0,0.6333333333333333,14,0.064625850340136,10.5,False,Percent,0.078997,0.064919,0.1449,1449,14.800000000000004,16.800000000000008,0.014371149659863997,1.1351351351351353,1.0
9,3,Kelly Osbourne,99,finalist,3,3,20.0,30.0,0.6666666666666666,13,0.0775193798449612,6.5,False,Percent,0.081579,0.063541,0.1337,1337,16.800000000000004,18.800000000000004,0.004059620155038801,1.119047619047619,1.0
9,4,Kelly Osbourne,99,finalist,3,3,23.0,30.0,0.7666666666666667,11,0.0950413223140495,6.0,False,Percent,0.0962,0.065763,0.1929,1929,18.800000000000004,20.800000000000008,0.0011586776859504877,1.1063829787234045,1.0000000000000002
9,5,Kelly Osbourne,99,finalist,3,3,24.0,30.0,0.8,10,0.0991735537190082,5.0,False,Percent,0.108312,0.063632,0.1508,1508,20.800000000000004,22.800000000000004,0.009138446280991808,1.096153846153846,1.0
9,6,Kelly Osbourne,99,finalist,3,3,24.9998,30.0,0.8333266666666667,9,0.096153409761803,6.0,False,Percent,0.123328,0.061488,0.2018,2018,22.800000000000004,24.800000000000004,0.02717459023819699,1.087719298245614,1.0
9,7,Kelly Osbourne,99,finalist,3,3,26.0,30.0,0.8666666666666667,7,0.1481481481481481,3.5,False,Percent,0.154464,0.067796,0.2509,2509,24.8,26.800000000000004,0.006315851851851878,1.0806451612903227,1.0
9,8,Kelly Osbourne,99,finalist,3,3,25.5,30.0,0.85,5,0.1946564885496182,3.0,False,Percent,0.226742,0.0673,0.2385,2385,26.800000000000004,28.800000000000008,0.0320855114503818,1.074626865671642,1.0
9,9,Kelly Osbourne,99,finalist,3,3,25.9998,30.0,0.86666,4,0.2437489628870599,3.0,False,Percent,0.283665,0.066748,0.2474,2474,28.800000000000008,30.800000000000004,0.03991603711294009,1.0694444444444442,1.0
9,10,Kelly Osbourne,99,finalist,3,3,25.2222,30.0,0.84074,3,0.305519216233502,3.0,False,Percent,0.338774,,,0,30.8,30.8,0.03325478376649804,1.0,1.0
10,1,Aiden Turner,4,eliminated,9,3,15.0,30.0,0.5,11,0.0717703349282296,10.0,False,Percent,0.090909,,,0,8.8,8.8,0.019138665071770408,1.0,1.0
10,2,Aiden Turner,4,eliminated,9,3,19.0,30.0,0.6333333333333333,11,0.0863636363636363,8.0,False,Percent,0.100393,0.078398,0.0546,546,8.8,10.8,0.014029363636363701,1.2272727272727273,1.0
10,3,Aiden Turner,4,eliminated,9,3,20.0,30.0,0.6666666666666666,10,0.0985221674876847,7.5,False,Percent,0.109682,0.091192,0.3082,3082,10.800000000000002,12.800000000000002,0.011159832512315296,1.1851851851851851,1.0
10,4,Aiden Turner,4,eliminated,9,3,16.5,30.0,0.55,9,0.0889487870619946,8.0,True,Percent,0.028355,0.017586,0.2114,2114,12.8,14.8,-0.0605937870619946,1.15625,1.0
10,1,Shannen Doherty,2,eliminated,11,3,18.0,30.0,0.6,11,0.0861244019138755,7.0,False,Percent,0.090909,,,0,8.8,8.8,0.0047845980861244974,1.0,1.0
10,2,Shannen Doherty,2,eliminated,11,3,20.0,30.0,0.6666666666666666,11,0.0909090909090909,6.5,True,Percent,0.007557,0.007515,0.0546,546,8.8,10.8,-0.0833520909090909,1.2272727272727273,1.0
10,1,Niecy Nash,8,eliminated,5,3,18.0,30.0,0.6,11,0.0861244019138755,7.0,False,Percent,0.090909,,,0,8.8,8.8,0.0047845980861244974,1.0,1.0
10,2,Niecy Nash,8,eliminated,5,3,21.0,30.0,0.7,11,0.0954545454545454,5.0,False,Percent,0.088065,0.087242,0.0546,546,8.8,10.8,-0.007389545454545399,1.2272727272727273,1.0
10,3,Niecy Nash,8,eliminated,5,3,21.0,30.0,0.7,10,0.1034482758620689,5.0,False,Percent,0.101831,0.087201,0.3082,3082,10.800000000000002,12.800000000000002,-0.0016172758620688898,1.1851851851851851,1.0
10,4,Niecy Nash,8,eliminated,5,3,18.0,30.0,0.6,9,0.0970350404312668,7.0,False,Percent,0.128,0.086678,0.2114,2114,12.8,14.8,0.0309649595687332,1.15625,1.0
10,5,Niecy Nash,8,eliminated,5,3,18.0,30.0,0.6,8,0.1040462427745664,6.5,False,Percent,0.144312,0.080405,0.2542,2542,14.8,16.8,0.0402657572254336,1.135135135135135,1.0
10,6,Niecy Nash,8,eliminated,5,3,25.9998,30.0,0.86666,7,0.1244013735931173,6.0,False,Percent,0.167481,0.079382,0.2379,2379,16.800000000000004,18.8,0.04307962640688269,1.1190476190476188,1.0
10,7,Niecy Nash,8,eliminated,5,3,24.5,30.0,0.8166666666666667,6,0.157556270096463,6.0,False,Percent,0.195059,0.077761,0.1772,1772,18.800000000000004,20.8,0.03750272990353701,1.106382978723404,1.0
10,8,Niecy Nash,8,eliminated,5,3,21.5,30.0,0.7166666666666667,5,0.1699604743083003,5.0,True,Percent,0.120046,0.036936,0.2945,2945,20.800000000000004,22.800000000000004,-0.0499144743083003,1.096153846153846,1.0
10,1,Buzz Aldrin,3,eliminated,10,3,14.0,30.0,0.4666666666666667,11,0.0669856459330143,11.0,False,Percent,0.090909,,,0,8.8,8.8,0.023923354066985703,1.0,1.0
10,2,Buzz Aldrin,3,eliminated,10,3,12.0,30.0,0.4,11,0.0545454545454545,11.0,False,Percent,0.136918,0.09009,0.0546,546,8.8,10.8,0.0823725454545455,1.2272727272727273,1.0
10,3,Buzz Aldrin,3,eliminated,10,3,13.0,30.0,0.4333333333333333,10,0.064039408866995,10.0,True,Percent,0.026715,0.017031,0.3082,3082,10.800000000000002,12.800000000000002,-0.03732440886699499,1.1851851851851851,1.0
10,1,Chad Ochocinco,9,eliminated,4,3,18.0,30.0,0.6,11,0.0861244019138755,7.0,False,Percent,0.090909,,,0,8.8,8.8,0.0047845980861244974,1.0,1.0
10,2,Chad Ochocinco,9,eliminated,4,3,16.0,30.0,0.5333333333333333,11,0.0727272727272727,9.0,False,Percent,0.114671,0.079905,0.0546,546,8.8,10.8,0.0419437272727273,1.2272727272727273,1.0
10,3,Chad Ochocinco,9,eliminated,4,3,20.0,30.0,0.6666666666666666,10,0.0985221674876847,7.5,False,Percent,0.110326,0.090769,0.3082,3082,10.800000000000002,12.800000000000002,0.011803832512315288,1.1851851851851851,1.0
10,4,Chad Ochocinco,9,eliminated,4,3,22.0,30.0,0.7333333333333333,9,0.1185983827493261,4.0,False,Percent,0.122381,0.091004,0.2114,2114,12.8,14.8,0.0037826172506739003,1.15625,1.0
10,5,Chad Ochocinco,9,eliminated,4,3,18.0,30.0,0.6,8,0.1040462427745664,6.5,False,Percent,0.146955,0.083006,0.2542,2542,14.8,16.8,0.04290875722543361,1.135135135135135,1.0
10,6,Chad Ochocinco,9,eliminated,4,3,30.999899999999997,30.0,1.03333,7,0.148325377166335,3.0,False,Percent,0.160977,0.08287,0.2379,2379,16.800000000000004,18.8,0.012651622833665,1.1190476190476188,1.0
10,7,Chad Ochocinco,9,eliminated,4,3,26.0,30.0,0.8666666666666667,6,0.1672025723472668,3.0,False,Percent,0.193076,0.07565,0.1772,1772,18.800000000000004,20.8,0.025873427652733205,1.106382978723404,1.0
10,8,Chad Ochocinco,9,eliminated,4,3,22.5,30.0,0.75,5,0.1778656126482213,4.0,False,Percent,0.238563,0.07983,0.2945,2945,20.800000000000004,22.800000000000004,0.06069738735177871,1.096153846153846,1.0
10,9,Chad Ochocinco,9,eliminated,4,3,26.0,30.0,0.8666666666666667,4,0.2300884955752212,4.0,True,Percent,0.168453,0.041904,0.2794,2794,22.800000000000004,24.800000000000004,-0.061635495575221216,1.087719298245614,1.0
10,1,Evan Lysacek,99,finalist,2,3,23.0,30.0,0.7666666666666667,11,0.1100478468899521,2.0,False,Percent,0.090909,,,0,8.8,8.8,-0.0191388468899521,1.0,1.0
10,2,Evan Lysacek,99,finalist,2,3,24.0,30.0,0.8,11,0.1090909090909091,2.0,False,Percent,0.082788,0.081337,0.0546,546,8.8,10.8,-0.0263029090909091,1.2272727272727273,1.0
10,3,Evan Lysacek,99,finalist,2,3,26.0,30.0,0.8666666666666667,10,0.1280788177339901,1.0,False,Percent,0.102493,0.089825,0.3082,3082,10.800000000000002,12.800000000000002,-0.0255858177339901,1.1851851851851851,1.0
10,4,Evan Lysacek,99,finalist,2,3,26.0,30.0,0.8666666666666667,9,0.1401617250673854,1.0,False,Percent,0.110656,0.085417,0.2114,2114,12.8,14.8,-0.029505725067385385,1.15625,1.0
10,5,Evan Lysacek,99,finalist,2,3,27.0,30.0,0.9,8,0.1560693641618497,2.0,False,Percent,0.127508,0.08658,0.2542,2542,14.8,16.8,-0.02856136416184968,1.135135135135135,1.0
10,6,Evan Lysacek,99,finalist,2,3,27.0,30.0,0.9,7,0.1291870355546645,5.0,False,Percent,0.160448,0.079672,0.2379,2379,16.800000000000004,18.8,0.03126096444533552,1.1190476190476188,1.0
10,7,Evan Lysacek,99,finalist,2,3,27.0,30.0,0.9,6,0.1736334405144694,1.5,False,Percent,0.182436,0.079396,0.1772,1772,18.800000000000004,20.8,0.008802559485530576,1.106382978723404,1.0
10,8,Evan Lysacek,99,finalist,2,3,26.5,30.0,0.8833333333333333,5,0.2094861660079051,2.5,False,Percent,0.215571,0.076929,0.2945,2945,20.800000000000004,22.800000000000004,0.006084833992094918,1.096153846153846,1.0
10,9,Evan Lysacek,99,finalist,2,3,29.5,30.0,0.9833333333333332,4,0.2610619469026549,1.5,False,Percent,0.272997,0.07665,0.2794,2794,22.800000000000004,24.800000000000004,0.011935053097345105,1.087719298245614,1.0
10,10,Evan Lysacek,99,finalist,2,3,26.8887,30.0,0.89629,3,0.3252683684504671,3.0,False,Percent,0.333604,,,0,24.800000000000004,24.800000000000004,0.00833563154953293,1.0,1.0
10,1,Pamela Anderson,7,eliminated,6,3,21.0,30.0,0.7,11,0.1004784688995215,3.5,False,Percent,0.090909,,,0,8.8,8.8,-0.009569468899521497,1.0,1.0
10,2,Pamela Anderson,7,eliminated,6,3,22.0,30.0,0.7333333333333333,11,0.0999999999999999,4.0,False,Percent,0.086402,0.084194,0.0546,546,8.8,10.8,-0.013597999999999888,1.2272727272727273,1.0
10,3,Pamela Anderson,7,eliminated,6,3,21.0,30.0,0.7,10,0.1034482758620689,5.0,False,Percent,0.106829,0.091884,0.3082,3082,10.800000000000002,12.800000000000002,0.0033807241379310987,1.1851851851851851,1.0
10,4,Pamela Anderson,7,eliminated,6,3,23.5,30.0,0.7833333333333333,9,0.1266846361185983,3.0,False,Percent,0.11427,0.086236,0.2114,2114,12.8,14.8,-0.01241463611859829,1.15625,1.0
10,5,Pamela Anderson,7,eliminated,6,3,21.0,30.0,0.7,8,0.1213872832369942,5.0,False,Percent,0.137378,0.084088,0.2542,2542,14.8,16.8,0.0159907167630058,1.135135135135135,1.0
10,6,Pamela Anderson,7,eliminated,6,3,29.9998,30.0,0.9999933333333334,7,0.1435401936752898,4.0,False,Percent,0.157524,0.083705,0.2379,2379,16.800000000000004,18.8,0.01398380632471019,1.1190476190476188,1.0
10,7,Pamela Anderson,7,eliminated,6,3,25.5,30.0,0.85,6,0.1639871382636656,4.5,True,Percent,0.07008,0.026638,0.1772,1772,18.800000000000004,20.8,-0.09390713826366559,1.106382978723404,1.0
10,1,Nicole Scherzinger,99,finalist,1,3,25.0,30.0,0.8333333333333334,11,0.1196172248803827,1.0,False,Percent,0.090909,,,0,8.8,8.8,-0.0287082248803827,1.0,1.0
10,2,Nicole Scherzinger,99,finalist,1,3,28.0,30.0,0.9333333333333332,11,0.1272727272727273,1.0,False,Percent,0.081075,0.080096,0.0546,546,8.8,10.8,-0.04619772727272729,1.2272727272727273,1.0
10,3,Nicole Scherzinger,99,finalist,1,3,23.0,30.0,0.7666666666666667,10,0.1133004926108374,2.5,False,Percent,0.102057,0.089411,0.3082,3082,10.800000000000002,12.800000000000002,-0.011243492610837402,1.1851851851851851,1.0
10,4,Nicole Scherzinger,99,finalist,1,3,25.0,30.0,0.8333333333333334,9,0.1347708894878706,2.0,False,Percent,0.112114,0.086383,0.2114,2114,12.8,14.8,-0.022656889487870605,1.15625,1.0
10,5,Nicole Scherzinger,99,finalist,1,3,29.0,30.0,0.9666666666666668,8,0.1676300578034682,1.0,False,Percent,0.124176,0.08489,0.2542,2542,14.8,16.8,-0.04345405780346821,1.135135135135135,1.0
10,6,Nicole Scherzinger,99,finalist,1,3,35.9999,30.0,1.1999966666666666,7,0.1722489022690506,1.0,False,Percent,0.146909,0.083095,0.2379,2379,16.800000000000004,18.8,-0.025339902269050585,1.1190476190476188,1.0
10,7,Nicole Scherzinger,99,finalist,1,3,27.0,30.0,0.9,6,0.1736334405144694,1.5,False,Percent,0.175027,0.074291,0.1772,1772,18.800000000000004,20.8,0.0013935594855305766,1.106382978723404,1.0
10,8,Nicole Scherzinger,99,finalist,1,3,29.5,30.0,0.9833333333333332,5,0.2332015810276679,1.0,False,Percent,0.207381,0.083029,0.2945,2945,20.800000000000004,22.800000000000004,-0.025820581027667877,1.096153846153846,1.0
10,9,Nicole Scherzinger,99,finalist,1,3,29.5,30.0,0.9833333333333332,4,0.2610619469026549,1.5,False,Percent,0.272731,0.077529,0.2794,2794,22.800000000000004,24.800000000000004,0.011669053097345117,1.087719298245614,1.0
10,10,Nicole Scherzinger,99,finalist,1,3,28.7777,30.0,0.9592566666666666,3,0.3481193038992962,1.0,False,Percent,0.327816,,,0,24.800000000000004,24.800000000000004,-0.020303303899296188,1.0,1.0
10,1,Erin Andrews,99,finalist,3,3,21.0,30.0,0.7,11,0.1004784688995215,3.5,False,Percent,0.090909,,,0,8.8,8.8,-0.009569468899521497,1.0,1.0
10,2,Erin Andrews,99,finalist,3,3,23.0,30.0,0.7666666666666667,11,0.1045454545454545,3.0,False,Percent,0.084026,0.084426,0.0546,546,8.8,10.8,-0.020519454545454494,1.2272727272727273,1.0
10,3,Erin Andrews,99,finalist,3,3,23.0,30.0,0.7666666666666667,10,0.1133004926108374,2.5,False,Percent,0.104831,0.090642,0.3082,3082,10.800000000000002,12.800000000000002,-0.008469492610837404,1.1851851851851851,1.0
10,4,Erin Andrews,99,finalist,3,3,19.5,30.0,0.65,9,0.105121293800539,5.0,False,Percent,0.12208,0.086836,0.2114,2114,12.8,14.8,0.016958706199460993,1.15625,1.0
10,5,Erin Andrews,99,finalist,3,3,22.0,30.0,0.7333333333333333,8,0.1271676300578034,4.0,False,Percent,0.133523,0.080909,0.2542,2542,14.8,16.8,0.006355369942196598,1.135135135135135,1.0
10,6,Erin Andrews,99,finalist,3,3,34.0,30.0,1.1333333333333333,7,0.1626799706984664,2.0,False,Percent,0.149474,0.082439,0.2379,2379,16.800000000000004,18.8,-0.013205970698466407,1.1190476190476188,1.0
10,7,Erin Andrews,99,finalist,3,3,25.5,30.0,0.85,6,0.1639871382636656,4.5,False,Percent,0.184322,0.075042,0.1772,1772,18.800000000000004,20.8,0.02033486173633442,1.106382978723404,1.0
10,8,Erin Andrews,99,finalist,3,3,26.5,30.0,0.8833333333333333,5,0.2094861660079051,2.5,False,Percent,0.218439,0.080815,0.2945,2945,20.800000000000004,22.800000000000004,0.0089528339920949,1.096153846153846,1.0
10,9,Erin Andrews,99,finalist,3,3,28.0,30.0,0.9333333333333332,4,0.247787610619469,3.0,False,Percent,0.285819,0.077922,0.2794,2794,22.800000000000004,24.800000000000004,0.038031389380530994,1.087719298245614,1.0
10,10,Erin Andrews,99,finalist,3,3,26.9998,30.0,0.8999933333333333,3,0.3266123276502367,2.0,False,Percent,0.338581,,,0,24.800000000000004,24.800000000000004,0.011968672349763343,1.0,1.0
10,1,Kate Gosselin,5,eliminated,8,3,16.0,30.0,0.5333333333333333,11,0.0765550239234449,9.0,False,Percent,0.090909,,,0,8.8,8.8,0.0143539760765551,1.0,1.0
10,2,Kate Gosselin,5,eliminated,8,3,15.0,30.0,0.5,11,0.0681818181818181,10.0,False,Percent,0.126386,0.090088,0.0546,546,8.8,10.8,0.058204181818181905,1.2272727272727273,1.0
10,3,Kate Gosselin,5,eliminated,8,3,15.0,30.0,0.5,10,0.0738916256157635,9.0,False,Percent,0.130294,0.094405,0.3082,3082,10.800000000000002,12.800000000000002,0.056402374384236495,1.1851851851851851,1.0
10,4,Kate Gosselin,5,eliminated,8,3,16.0,30.0,0.5333333333333333,9,0.0862533692722371,9.0,False,Percent,0.140717,0.089193,0.2114,2114,12.8,14.8,0.054463630727762904,1.15625,1.0
10,5,Kate Gosselin,5,eliminated,8,3,15.0,30.0,0.5,8,0.0867052023121387,8.0,True,Percent,0.050371,0.024409,0.2542,2542,14.8,16.8,-0.0363342023121387,1.135135135135135,1.0
10,1,Jake Pavelka,6,eliminated,7,3,20.0,30.0,0.6666666666666666,11,0.0956937799043062,5.0,False,Percent,0.090909,,,0,8.8,8.8,-0.004784779904306202,1.0,1.0
10,2,Jake Pavelka,6,eliminated,7,3,20.0,30.0,0.6666666666666666,11,0.0909090909090909,6.5,False,Percent,0.091721,0.074757,0.0546,546,8.8,10.8,0.0008119090909090992,1.2272727272727273,1.0
10,3,Jake Pavelka,6,eliminated,7,3,21.0,30.0,0.7,10,0.1034482758620689,5.0,False,Percent,0.104942,0.088483,0.3082,3082,10.800000000000002,12.800000000000002,0.001493724137931099,1.1851851851851851,1.0
10,4,Jake Pavelka,6,eliminated,7,3,19.0,30.0,0.6333333333333333,9,0.1024258760107816,6.0,False,Percent,0.121426,0.086503,0.2114,2114,12.8,14.8,0.01900012398921841,1.15625,1.0
10,5,Jake Pavelka,6,eliminated,7,3,23.0,30.0,0.7666666666666667,8,0.1329479768786127,3.0,False,Percent,0.135777,0.084134,0.2542,2542,14.8,16.8,0.002829023121387303,1.135135135135135,1.0
10,6,Jake Pavelka,6,eliminated,7,3,24.999899999999997,30.0,0.8333299999999999,7,0.1196171470430762,7.0,True,Percent,0.057186,0.025929,0.2379,2379,16.800000000000004,18.8,-0.0624311470430762,1.1190476190476188,1.0
11,1,David Hasselhoff,1,eliminated,12,3,15.0,30.0,0.5,12,0.066079295154185,11.0,True,Percent,0.009598,0.008548,0.2026,2026,9.6,11.6,-0.05648129515418499,1.2083333333333333,1.0
11,1,Florence Henderson,5,eliminated,8,3,18.0,30.0,0.6,12,0.079295154185022,7.5,False,Percent,0.09022,0.089127,0.2026,2026,9.6,11.6,0.01092484581497799,1.2083333333333333,1.0
11,2,Florence Henderson,5,eliminated,8,3,19.0,30.0,0.6333333333333333,11,0.085972850678733,8.0,False,Percent,0.098797,0.082989,0.3753,3753,11.6,13.599999999999998,0.012824149321266992,1.1724137931034482,1.0
11,3,Florence Henderson,5,eliminated,8,3,20.0,30.0,0.6666666666666666,10,0.090497737556561,7.5,False,Percent,0.112684,0.081121,0.2103,2103,13.6,15.6,0.022186262443439006,1.1470588235294117,1.0
11,4,Florence Henderson,5,eliminated,8,3,17.5,30.0,0.5833333333333334,9,0.0977653631284916,6.0,False,Percent,0.126926,0.077922,0.2615,2615,15.599999999999998,17.599999999999998,0.02916063687150841,1.1282051282051282,1.0
11,5,Florence Henderson,5,eliminated,8,3,21.0,30.0,0.7,8,0.1153846153846153,6.0,True,Percent,0.040838,0.019705,0.1517,1517,17.599999999999998,19.6,-0.0745466153846153,1.1136363636363638,1.0
11,1,Kyle Massey,99,finalist,2,3,23.0,30.0,0.7666666666666667,12,0.1013215859030837,2.5,False,Percent,0.085839,0.085925,0.2026,2026,9.6,11.6,-0.015482585903083698,1.2083333333333333,1.0
11,2,Kyle Massey,99,finalist,2,3,22.0,30.0,0.7333333333333333,11,0.0995475113122171,3.5,False,Percent,0.095574,0.084841,0.3753,3753,11.6,13.599999999999998,-0.003973511312217098,1.1724137931034482,1.0
11,3,Kyle Massey,99,finalist,2,3,23.0,30.0,0.7666666666666667,10,0.1040723981900452,5.5,False,Percent,0.105769,0.078951,0.2103,2103,13.6,15.6,0.0016966018099548036,1.1470588235294117,1.0
11,4,Kyle Massey,99,finalist,2,3,20.0,30.0,0.6666666666666666,9,0.1117318435754189,4.0,False,Percent,0.118863,0.07872,0.2615,2615,15.599999999999998,17.599999999999998,0.007131156424581092,1.1282051282051282,1.0
11,5,Kyle Massey,99,finalist,2,3,20.0,30.0,0.6666666666666666,8,0.1098901098901098,7.0,False,Percent,0.140959,0.068695,0.1517,1517,17.599999999999998,19.6,0.031068890109890196,1.1136363636363638,1.0
11,6,Kyle Massey,99,finalist,2,3,29.999899999999997,30.0,0.9999966666666664,7,0.1449275432332379,4.0,False,Percent,0.152624,0.068776,0.0944,944,19.600000000000005,21.6,0.007696456766762116,1.1020408163265305,1.0
11,7,Kyle Massey,99,finalist,2,4,33.5,40.0,0.8375,6,0.1606714628297362,5.0,False,Percent,0.189327,0.072682,0.1746,1746,21.600000000000005,23.6,0.028655537170263784,1.0925925925925923,1.0
11,8,Kyle Massey,99,finalist,2,3,28.0,30.0,0.9333333333333332,5,0.2113207547169811,3.0,False,Percent,0.220639,0.075416,0.2744,2744,23.6,25.600000000000005,0.009318245283018889,1.0847457627118646,1.0
11,9,Kyle Massey,99,finalist,2,3,29.0,30.0,0.9666666666666668,4,0.2543859649122807,2.0,False,Percent,0.278651,0.069357,0.273,2730,25.6,27.6,0.024265035087719267,1.078125,1.0
11,10,Kyle Massey,99,finalist,2,3,27.3332,30.0,0.9111066666666666,3,0.3293164561842318,2.0,False,Percent,0.331462,,,0,27.6,27.6,0.0021455438157682027,1.0,1.0
11,1,Jennifer Grey,99,finalist,1,3,24.0,30.0,0.8,12,0.105726872246696,1.0,False,Percent,0.083674,0.084821,0.2026,2026,9.6,11.6,-0.022052872246695998,1.2083333333333333,1.0
11,2,Jennifer Grey,99,finalist,1,3,24.0,30.0,0.8,11,0.1085972850678733,1.0,False,Percent,0.096105,0.085647,0.3753,3753,11.6,13.599999999999998,-0.01249228506787331,1.1724137931034482,1.0
11,3,Jennifer Grey,99,finalist,1,3,24.0,30.0,0.8,10,0.1085972850678733,3.0,False,Percent,0.105334,0.079548,0.2103,2103,13.6,15.6,-0.003263285067873309,1.1470588235294117,1.0
11,4,Jennifer Grey,99,finalist,1,3,28.0,30.0,0.9333333333333332,9,0.1564245810055866,1.0,False,Percent,0.112719,0.077264,0.2615,2615,15.599999999999998,17.599999999999998,-0.043705581005586594,1.1282051282051282,1.0
11,5,Jennifer Grey,99,finalist,1,3,25.0,30.0,0.8333333333333334,8,0.1373626373626373,2.0,False,Percent,0.130459,0.074491,0.1517,1517,17.599999999999998,19.6,-0.006903637362637299,1.1136363636363638,1.0
11,6,Jennifer Grey,99,finalist,1,3,29.0,30.0,0.9666666666666668,7,0.1400970921157704,5.0,False,Percent,0.159183,0.070109,0.0944,944,19.600000000000005,21.6,0.01908590788422959,1.1020408163265305,1.0
11,7,Jennifer Grey,99,finalist,1,4,36.5,40.0,0.9125,6,0.1750599520383693,1.5,False,Percent,0.177577,0.071987,0.1746,1746,21.600000000000005,23.6,0.002517047961630714,1.0925925925925923,1.0
11,8,Jennifer Grey,99,finalist,1,3,28.5,30.0,0.95,5,0.2150943396226415,1.5,False,Percent,0.214879,0.074967,0.2744,2744,23.6,25.600000000000005,-0.00021533962264150275,1.0847457627118646,1.0
11,9,Jennifer Grey,99,finalist,1,3,30.0,30.0,1.0,4,0.2631578947368421,1.0,False,Percent,0.272022,0.072402,0.273,2730,25.6,27.6,0.008864105263157895,1.078125,1.0
11,10,Jennifer Grey,99,finalist,1,3,30.0,30.0,1.0,3,0.3614466540883231,1.0,False,Percent,0.325817,,,0,27.6,27.6,-0.03562965408832308,1.0,1.0
11,1,Rick Fox,7,eliminated,6,3,22.0,30.0,0.7333333333333333,12,0.0969162995594713,4.0,False,Percent,0.086522,0.087379,0.2026,2026,9.6,11.6,-0.010394299559471298,1.2083333333333333,1.0
11,2,Rick Fox,7,eliminated,6,3,21.0,30.0,0.7,11,0.0950226244343891,6.0,False,Percent,0.097428,0.085983,0.3753,3753,11.6,13.599999999999998,0.0024053755656109066,1.1724137931034482,1.0
